UMAP_D1,concentration,UMAP_D2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Entropy,Hyperflatness,Hyperskewness,Kurtosis,Mean,Median,Mode,Skewness,StandardDeviation,TContrast_Avg,TContrast_Ortho_pc_value,TContrast_pc_angle,TContrast_pc_value,TCorrelation_Avg,TCorrelation_Ortho_pc_value,TCorrelation_pc_angle,TCorrelation_pc_value,TDiffAvg_Avg,TDiffAvg_Ortho_pc_value,TDiffAvg_pc_angle,TDiffAvg_pc_value,TDiffEnt_Avg,TDiffEnt_Ortho_pc_value,TDiffEnt_pc_angle,TDiffEnt_pc_value,TDiffVariance_Avg,TDiffVariance_Ortho_pc_value,TDiffVariance_pc_angle,TDiffVariance_pc_value,TEnergy_Avg,TEnergy_Ortho_pc_value,TEnergy_pc_angle,TEnergy_pc_value,TEnt_Avg,TEnt_Ortho_pc_value,TEnt_pc_angle,TEnt_pc_value,THomogeneity_Avg,THomogeneity_Ortho_pc_value,THomogeneity_pc_angle,THomogeneity_pc_value,TInvDiffMoment_Avg,TInvDiffMoment_Ortho_pc_value,TInvDiffMoment_pc_angle,TInvDiffMoment_pc_value,TSumAvg_Avg,TSumAvg_Ortho_pc_value,TSumAvg_pc_angle,TSumAvg_pc_value,TSumEnt_Avg,TSumEnt_Ortho_pc_value,TSumEnt_pc_angle,TSumEnt_pc_value,TSumVariance_Avg,TSumVariance_Ortho_pc_value,TSumVariance_pc_angle,TSumVariance_pc_value,TVariance_Avg,TVariance_Ortho_pc_value,TVariance_pc_angle,TVariance_pc_value,dmso_control,positive_control,negative_control,has_drug
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,C,C,C,C
0.562242,16,5.59131,-2.637296677,1.316419959,-3.327562094,-0.42504248,-1.438177466,0.355931073,0.425284773,0.26779595,0.597697318,-0.179125965,4.923012206,1817.556927,194.4407128,24.14213572,852.1238136,601,231,3.546363796,896.0917396,0.066139512,0.073254225,30,0.074200115,0.829749474,0.848730025,135,0.850371344,0.062023413,0.067858724,30,0.068398274,0.79402952,0.810646833,30,0.812901431,0.19424015,0.19413676,105,0.194329438,0.795398657,0.799318496,135,0.799601501,0.79402952,0.810646833,30,0.812901431,0.969637214,0.972435783,135,0.972547146,0.969398888,0.972272484,135,0.972400991,0.232821823,0.23284317,120,0.232878629,0.79402952,0.810646833,30,0.812901431,0.710821089,0.718212445,135,0.71885008,0.19424015,0.19413676,105,0.194329438,0,0,0,1
-4.87924,16,1.78793,-1.717001677,-0.042394154,3.311061621,-0.619958401,0.998407185,1.113093257,0.490540385,0.160634175,-0.246170074,-0.129129037,5.090132553,1855.503241,209.4476452,26.46995922,904.027297,683,230,3.806096599,925.8612056,0.062259591,0.068358024,150,0.070958981,0.85091759,0.867615166,45,0.870682846,0.058032014,0.06276702,150,0.064664549,0.772119787,0.786838056,150,0.791367488,0.208805365,0.208861538,30,0.208875566,0.804664938,0.808347982,45,0.808730646,0.772119787,0.786838056,150,0.791367488,0.971657491,0.974180377,45,0.974636679,0.971405998,0.974012065,45,0.974483956,0.233054758,0.233084674,30,0.233128758,0.772119787,0.786838056,150,0.791367488,0.77296187,0.779886972,45,0.781167987,0.208805365,0.208861538,30,0.208875566,0,0,0,1
0.635045,16,-1.83263,14.04126644,-3.905551434,-2.029814005,-0.204629093,0.945787609,-0.123801224,-0.008459079,-0.079682663,0.128660515,-1.398536801,4.124562585,22.92411809,4.128151937,3.335613605,110.8299866,111,110,0.370364568,4.268102505,0.382418956,0.381815533,60,0.384014943,0.128810864,0.12917738,0,0.147236055,0.382201099,0.381560613,60,0.383767689,1.81011056,1.810525846,75,1.810874762,0.219481168,0.219560462,0,0.21956595,0.325730285,0.325565479,0,0.327487723,1.81011056,1.810525846,75,1.810874762,0.80893576,0.808931864,0,0.812884504,0.808921236,0.808918856,0,0.812872261,0.648579183,0.649033385,0,0.64905921,1.81011056,1.810525846,75,1.810874762,0.495505717,0.495845413,0,0.503787948,0.219481168,0.219560462,0,0.21956595,0,0,0,1
0.7308,16,-2.49641,15.17677975,-3.08843565,-0.657089949,-0.126787439,0.775024772,0.221286103,0.128704399,-0.551005661,0.099720918,0.105085813,4.245943101,23.21650806,4.010493536,3.257382781,111.1036043,111,110,0.345155932,4.637573034,0.387764847,0.388816267,150,0.389362526,0.214961797,0.214415147,0,0.235097662,0.387525608,0.38855943,150,0.389111439,1.952511501,1.952820692,75,1.953492781,0.246972051,0.246999963,0,0.247008143,0.269942578,0.269806341,0,0.272185972,1.952511501,1.952820692,75,1.953492781,0.806277049,0.806117432,0,0.811205728,0.80626112,0.806101746,0,0.811191445,0.878658977,0.879114762,0,0.879234321,1.952511501,1.952820692,75,1.953492781,0.600123357,0.599920993,0,0.610158359,0.246972051,0.246999963,0,0.247008143,0,0,0,1
-3.31294,16,1.03885,-0.618310452,0.531978309,3.344628334,-0.084099434,2.100502729,0.430364966,0.42054987,-0.228720814,-0.394644886,0.018196523,4.857550715,1528.214518,186.2479842,24.98414827,779.4710636,494,226,3.781145989,881.2063277,0.074843486,0.082916292,150,0.084783155,0.850588969,0.868185602,45,0.87012745,0.067601028,0.073741066,150,0.074691747,0.858715244,0.876127892,150,0.879032954,0.250458145,0.250013475,0,0.250744014,0.782211849,0.786256428,45,0.786578307,0.858715244,0.876127892,150,0.879032954,0.967304414,0.970268078,45,0.970476682,0.966918448,0.970000623,45,0.970213094,0.268591355,0.268116621,0,0.268926757,0.858715244,0.876127892,150,0.879032954,0.926989093,0.935829461,45,0.93680219,0.250458145,0.250013475,0,0.250744014,0,0,0,1
4.53272,16,4.33316,-0.201300606,0.900151908,2.098819733,-0.387620747,-1.986055017,0.587418795,0.364490926,0.684341192,0.394617289,-0.086760856,5.072435186,994.1905397,130.0091162,19.0854095,861.4654617,610,223,3.148007343,881.3548756,0.085508336,0.094036965,120,0.096901468,0.818798074,0.837179176,45,0.84193048,0.080329756,0.08725761,120,0.089347767,0.969510948,0.989049877,120,0.99419811,0.235941596,0.236005117,120,0.236081064,0.738344103,0.742712839,45,0.744063697,0.969510948,0.989049877,120,0.99419811,0.960670262,0.963792169,45,0.964806386,0.960352867,0.963579911,45,0.964605681,0.297690418,0.297747307,120,0.2978326,0.969510948,0.989049877,120,0.99419811,0.858258049,0.866845143,45,0.869082019,0.235941596,0.236005117,120,0.236081064,0,0,0,1
4.35859,16,4.32216,0.311775833,1.56863749,2.221673489,-0.163600758,-0.94772321,0.559152603,0.363785088,0.62583524,0.177480012,-0.01773791,5.139142552,1033.094488,135.8262218,19.86195283,824.4206524,579,230,3.261733943,847.5249395,0.090827958,0.100777029,120,0.102403346,0.830772394,0.850520891,45,0.851134571,0.082430181,0.089658272,120,0.09113892,1.014842887,1.035162192,120,1.039242306,0.268363691,0.268474453,90,0.268477926,0.727855847,0.732840205,45,0.732876474,1.014842887,1.035162192,120,1.039242306,0.960062,0.963678923,45,0.963814237,0.959615455,0.963367123,45,0.963498121,0.323989048,0.324021716,90,0.32408293,1.014842887,1.035162192,120,1.039242306,0.982626807,0.993136799,45,0.993466148,0.268363691,0.268474453,90,0.268477926,0,0,0,1
2.20117,16,-0.166363,-4.229025841,2.448148012,-2.851391315,-1.148872972,-0.962515354,2.262403965,0.655648351,0.976979613,0.061376572,1.286296964,5.408309708,3946.906299,350.7836551,35.23037653,788.9054689,683,555,4.144600374,535.4550943,0.037278715,0.041254976,30,0.04191432,0.904535523,0.915088956,135,0.916108997,0.036598691,0.040321545,30,0.040770052,0.732347078,0.745920066,30,0.74782588,0.195250518,0.194949543,90,0.195636546,0.800918658,0.80336026,135,0.80364592,0.732347078,0.745920066,30,0.74782588,0.981812954,0.983669289,135,0.98383524,0.981768657,0.983644651,135,0.983813922,0.24344067,0.243267362,90,0.243599259,0.732347078,0.745920066,30,0.74782588,0.743723357,0.747761206,135,0.748159489,0.195250518,0.194949543,90,0.195636546,0,0,0,1
0.787594,16,0.2753,-3.436795235,-1.333172083,2.09133482,-0.777171731,1.077509642,0.723277926,0.440051347,0.996006668,-0.293334395,-0.012995081,4.851131711,2987.013423,295.0805118,32.99522186,898.8608809,666,237,4.297661456,955.7602398,0.041527421,0.045382582,120,0.04736828,0.860578097,0.875656145,45,0.879121303,0.039000768,0.042011113,120,0.043621138,0.572966935,0.582499704,120,0.5878625,0.148923772,0.148967821,30,0.149003669,0.862796687,0.86497777,45,0.865747039,0.572966935,0.582499704,120,0.5878625,0.980903736,0.982497211,45,0.982941369,0.980751921,0.982401223,45,0.982854078,0.16330475,0.163320753,30,0.163362921,0.572966935,0.582499704,120,0.5878625,0.554167665,0.558659585,45,0.559691674,0.148923772,0.148967821,30,0.149003669,0,0,0,1
-0.0661267,16,0.96181,-2.373610497,-0.211801797,3.361914158,-0.236610413,-0.829006672,0.000128602,0.382304549,0.030922474,0.214890122,-0.039901733,4.696485697,2540.089313,267.8248756,31.28373004,839.4175835,527,225,4.222676678,1000.705671,0.052357922,0.05831645,150,0.058692123,0.872755528,0.887375717,45,0.888492629,0.049383531,0.054151469,150,0.054475391,0.694818971,0.709177527,150,0.710661126,0.205737258,0.205404826,90,0.206101432,0.83035104,0.833180129,45,0.833897496,0.694818971,0.709177527,150,0.710661126,0.975786284,0.978007035,45,0.978274376,0.975605043,0.977895074,45,0.978163645,0.212362193,0.212195267,90,0.212458298,0.694818971,0.709177527,150,0.710661126,0.770591109,0.776566883,45,0.77702644,0.205737258,0.205404826,90,0.206101432,0,0,0,1
-0.115781,16,8.19436,2.925608397,6.690861702,3.90743041,1.60055387,-1.455098271,-1.179102659,0.314611465,-1.113435864,-1.601186514,-0.097990192,4.971071509,498.2852852,85.55213024,15.88469269,788.4496698,366,214,3.173403459,978.8908072,0.114100135,0.127078897,150,0.130560576,0.886548265,0.900633158,45,0.902375434,0.101509061,0.111068731,150,0.112240791,1.254779461,1.280029886,150,1.283161078,0.50285113,0.502871308,150,0.503001605,0.676162643,0.681299749,135,0.681557117,1.254779461,1.280029886,150,1.283161078,0.95117781,0.955780285,45,0.95594822,0.950483124,0.955292876,45,0.95551727,0.486448285,0.486467164,30,0.486496873,1.254779461,1.280029886,150,1.283161078,1.897304386,1.911308132,45,1.913060193,0.50285113,0.502871308,150,0.503001605,0,0,0,1
0.336306,16,4.33501,-4.271060467,-0.643236876,-2.342763186,-0.645110488,1.326874971,0.301852435,0.506557882,-0.520020008,-0.41128552,-0.086504556,4.638308524,1992.619413,204.7976984,25.08568179,803.1801825,541,224,3.703188618,889.1201826,0.038687135,0.041845319,60,0.043890434,0.855189337,0.8698515,135,0.872912131,0.037572922,0.040296628,60,0.042061905,0.569884404,0.578803266,60,0.584442761,0.133576905,0.133599527,30,0.133614803,0.861716862,0.863970784,135,0.864484454,0.569884404,0.578803266,60,0.584442761,0.981394328,0.983046493,135,0.983394352,0.981324949,0.983006441,135,0.983357811,0.161049188,0.161005014,15,0.161087351,0.569884404,0.578803266,60,0.584442761,0.495620486,0.499519224,135,0.500336853,0.133576905,0.133599527,30,0.133614803,0,0,0,1
1.97504,16,6.72851,-1.573172092,1.716363549,-1.739405751,-0.239511833,0.814444423,0.792678595,0.48034513,-0.616873145,2.440030098,0.040854588,4.956305021,1533.64471,181.5962627,23.94898545,801.9439087,570,224,3.567792886,836.0903011,0.076321431,0.084225396,120,0.085296829,0.83402522,0.852901736,135,0.853572229,0.072317617,0.078141801,60,0.07979591,0.887130132,0.903956951,60,0.90767439,0.229918647,0.229622311,0,0.230164209,0.765137536,0.769686472,135,0.770108234,0.887130132,0.903956951,60,0.90767439,0.964487188,0.967713308,135,0.968056157,0.964241198,0.967566969,135,0.967890269,0.269030078,0.269033276,150,0.26911761,0.887130132,0.903956951,60,0.90767439,0.843353157,0.851946229,135,0.852254515,0.229918647,0.229622311,0,0.230164209,0,0,0,1
0.504711,16,4.79847,-2.229871273,1.974503875,-3.155849218,0.11476399,0.288837999,-0.120319881,0.32270214,0.199156851,2.025765181,-0.034354139,4.765000693,1937.728657,219.2853777,27.53714835,761.2749662,464,228,3.95753588,874.3779691,0.066526771,0.073078847,30,0.075781389,0.857945729,0.873807978,135,0.876412531,0.06150195,0.066516078,30,0.068607194,0.807197944,0.822012775,30,0.827577656,0.234154684,0.234184989,30,0.234276519,0.795385433,0.799152003,135,0.799530506,0.807197944,0.822012775,30,0.827577656,0.970015751,0.972691189,135,0.973108556,0.969747096,0.972498697,135,0.972936977,0.249400836,0.249441762,150,0.249468596,0.807197944,0.822012775,30,0.827577656,0.870091963,0.877525063,135,0.878744804,0.234154684,0.234184989,30,0.234276519,0,0,0,1
0.122131,16,0.841637,-3.535780907,-1.463709474,1.366516829,-0.483889669,-0.874389589,-0.104391225,0.285517782,-0.830607355,0.254095256,-0.785251081,4.596840736,2655.808918,261.6447994,29.7609312,739.0472651,466,227,4.035176846,824.3076638,0.045649144,0.050603664,30,0.05109913,0.835546804,0.855218181,135,0.855873412,0.042266834,0.046089843,150,0.04660256,0.581554047,0.593407979,150,0.594721225,0.138797117,0.138752203,90,0.139116194,0.859854288,0.862688125,45,0.862925835,0.581554047,0.593407979,150,0.594721225,0.979371719,0.98135502,45,0.981426778,0.979198218,0.981241979,45,0.98130953,0.159470829,0.159314551,90,0.159823396,0.581554047,0.593407979,150,0.594721225,0.509539325,0.515053853,135,0.515235761,0.138797117,0.138752203,90,0.139116194,0,0,0,1
-3.06154,16,1.31416,-1.143734217,0.045173042,2.062742472,-0.367039919,-0.918148339,0.282359749,0.346695483,0.686758697,0.20367153,-0.091424517,4.92096604,1485.563113,173.3608632,22.91439012,800.3710518,557,226,3.482952775,830.8870565,0.071502316,0.077755587,120,0.081612938,0.828842503,0.845925495,45,0.851902652,0.067014095,0.071877078,120,0.074956251,0.839925965,0.853710331,120,0.862672023,0.208878127,0.208653793,90,0.209170027,0.781096929,0.7845343,45,0.786346111,0.839925965,0.853710331,120,0.862672023,0.96718966,0.969715429,45,0.970871023,0.966939044,0.96954419,45,0.970719598,0.25013238,0.249985653,90,0.250308942,0.839925965,0.853710331,120,0.862672023,0.764010191,0.771125966,45,0.773622893,0.208878127,0.208653793,90,0.209170027,0,0,0,1
-3.06863,16,1.0958,-0.778956473,0.593224168,2.238121271,0.106654763,2.197800398,-0.062756196,0.347554862,0.398519427,-0.431900889,0.15431188,4.669359578,1478.820088,187.6346373,25.8524815,760.8171225,423,230,3.95570823,905.6392189,0.073938275,0.081670439,120,0.084643236,0.852475888,0.86940351,45,0.873044349,0.066230468,0.072150208,120,0.073290642,0.83124579,0.848133269,120,0.851174994,0.250602462,0.250306531,0,0.251092014,0.790933121,0.794781846,45,0.795392828,0.83124579,0.848133269,120,0.851174994,0.968086274,0.970890858,45,0.971317033,0.967654318,0.970561766,45,0.971034287,0.259181067,0.259152524,0,0.259261562,0.83124579,0.848133269,120,0.851174994,0.928471571,0.93696341,45,0.938788235,0.250602462,0.250306531,0,0.251092014,0,0,0,1
3.37198,16,3.49408,-0.075090863,0.620164037,2.081413507,-0.397726297,1.249844313,0.902605474,0.431517571,0.560411811,-0.783130705,0.082657337,5.107689333,1283.906199,156.8047912,21.43643295,802.8571482,594,235,3.328421344,778.3335589,0.082223635,0.089595021,120,0.093280829,0.825725296,0.844369763,45,0.848322767,0.076340868,0.081979986,120,0.084805197,0.956166987,0.972719809,120,0.980121093,0.235901201,0.23590826,30,0.235945709,0.740388034,0.744955502,45,0.745841796,0.956166987,0.972719809,120,0.980121093,0.962750935,0.965912099,45,0.966668518,0.96241568,0.965676083,45,0.966449814,0.296174538,0.296112688,0,0.296226509,0.956166987,0.972719809,120,0.980121093,0.861381169,0.870177701,45,0.872042737,0.235901201,0.23590826,30,0.235945709,0,0,0,1
3.03445,16,3.62102,0.067670524,1.708034992,3.448335409,-0.244589701,-0.776016057,1.003444433,0.397842228,0.115771472,1.635688543,0.036729276,5.135715241,1220.042978,148.7971737,20.61351691,888.2030697,626,237,3.297280572,923.8630103,0.083047386,0.090956834,150,0.093435123,0.848347497,0.864360498,45,0.868231566,0.07929266,0.085126243,150,0.088242792,1.004637044,1.021580337,150,1.029453187,0.273804806,0.273841715,60,0.273888966,0.731499945,0.73562601,45,0.737567072,1.004637044,1.021580337,150,1.029453187,0.960966163,0.964221568,45,0.965402486,0.960728962,0.964087052,45,0.96526051,0.325966076,0.326008997,150,0.326016664,1.004637044,1.021580337,150,1.029453187,1.012171839,1.020880465,45,1.023000172,0.273804806,0.273841715,60,0.273888966,0,0,0,1
3.18544,16,4.04441,1.800728321,3.295722723,2.465395451,0.530319333,-0.821353555,-0.015427067,0.301050574,0.393734694,0.188173592,-0.051430289,5.124254513,1244.676953,158.8565217,22.29090661,771.4806089,504,210,3.507531488,842.0380673,0.10663202,0.117553874,120,0.120772007,0.847912245,0.865633474,45,0.867452264,0.097834314,0.105911859,120,0.108413148,1.151061925,1.172350165,120,1.179248656,0.350559412,0.349850077,90,0.351381016,0.687468901,0.693205855,45,0.693530086,1.151061925,1.172350165,120,1.179248656,0.952481265,0.956703533,45,0.957150165,0.951960314,0.956348071,45,0.956815468,0.390121692,0.389723043,90,0.390578133,1.151061925,1.172350165,120,1.179248656,1.295605628,1.308115815,45,1.309391086,0.350559412,0.349850077,90,0.351381016,0,0,0,1
-4.89232,16,3.30739,-2.239280462,-0.397583038,1.144907117,-0.496171951,0.844274461,0.619320154,0.499866307,-0.420312375,0.493079573,0.010908697,4.765094814,2160.28326,216.8116952,25.37580622,811.7415257,523,229,3.623765793,890.9734321,0.058801995,0.064735467,120,0.065913277,0.836043256,0.854189548,45,0.855204048,0.055823159,0.060894407,120,0.061516375,0.74984826,0.764846264,120,0.767430482,0.179317305,0.179386385,30,0.179405355,0.807449343,0.811104812,45,0.811275654,0.74984826,0.764846264,120,0.767430482,0.972534145,0.975148494,135,0.975165233,0.972380461,0.97505513,135,0.975066969,0.218459702,0.218548447,60,0.218568573,0.74984826,0.764846264,120,0.767430482,0.658467227,0.6649417,45,0.665305516,0.179317305,0.179386385,30,0.179405355,0,0,0,1
4.96186,16,4.38371,1.312695861,3.258597612,2.519513369,0.373918086,-1.047954798,0.06667871,0.38116926,0.370712936,-1.292818308,0.118322484,5.063771612,892.0978054,123.4340327,18.98279877,826.4280701,537,230,3.2664097,904.6550525,0.096692726,0.10460563,120,0.111112815,0.85894544,0.87286836,45,0.879383275,0.089490358,0.095313485,120,0.10073582,1.120931353,1.137525049,120,1.15142807,0.34274091,0.342853797,120,0.342893118,0.699422781,0.703511041,45,0.706058843,1.120931353,1.137525049,120,1.15142807,0.956403649,0.959561755,45,0.961556568,0.955973753,0.959267942,45,0.961289836,0.386837866,0.386933113,30,0.38695803,1.120931353,1.137525049,120,1.15142807,1.274270915,1.283675467,45,1.28814083,0.34274091,0.342853797,120,0.342893118,0,0,0,1
3.47612,16,-1.91933,11.7023201,-1.305994511,1.00981307,0.211111054,0.398526758,-0.002001969,0.030996174,-0.021496026,1.667884111,1.182593822,4.678297112,19.8560102,4.641339205,2.989848285,113.0672092,112,109,0.492821956,6.413051623,0.259867975,0.260615145,120,0.260730146,0.491901315,0.492642381,0,0.501365907,0.259490031,0.260172388,120,0.260314223,1.866165511,1.867274861,120,1.867480662,0.255725975,0.255721419,0,0.255776668,0.306927596,0.307066926,0,0.30921354,1.866165511,1.867274861,120,1.867480662,0.870317895,0.870480728,0,0.872668907,0.870292779,0.87045865,0,0.87264812,0.97908616,0.979348716,90,0.979370715,1.866165511,1.867274861,120,1.867480662,0.763035926,0.763401257,0,0.768028738,0.255725975,0.255721419,0,0.255776668,0,0,0,1
-5.03207,16,9.3328,-7.279070854,-7.738410473,0.406741679,5.963773251,2.64426136,-3.439477682,0.228023291,-2.83771801,0.412024766,2.580349922,1.052052254,3465191.855,72494.91684,1588.729198,150.5540009,145,149,37.34034387,156.3701515,0.002557847,0.002723626,150,0.003287135,0.903822343,0.915831904,45,0.927753324,0.001484454,0.001634942,30,0.001661776,0.023578064,0.023855388,150,0.024051891,0.013303479,0.013049105,0,0.013804667,0.996947032,0.996998055,135,0.996999966,0.023578064,0.023855388,150,0.024051891,0.999404222,0.999436197,135,0.999461106,0.999361786,0.999404355,135,0.999427288,0.006905159,0.006806287,0,0.007097056,0.023578064,0.023855388,150,0.024051891,0.050656069,0.049994612,0,0.05280261,0.013303479,0.013049105,0,0.013804667,0,0,0,1
-2.67488,16,-7.07881,-4.683335304,-1.053408146,-3.514446259,-0.513415098,2.270519972,-0.024383591,0.439775318,0.173425972,-0.374871284,-0.046231326,4.535137294,4758.387848,391.9224205,37.57691991,750.8525057,496,229,4.452154268,838.5851163,0.036236399,0.039873038,30,0.040693384,0.847291887,0.863792399,135,0.86601949,0.034289649,0.037166663,30,0.037912257,0.494115902,0.503297615,30,0.505717532,0.118646542,0.118363397,0,0.118983175,0.884582618,0.88655534,135,0.887064754,0.494115902,0.503297615,30,0.505717532,0.983168048,0.984597817,135,0.984822793,0.983049479,0.98452365,135,0.984757754,0.132300695,0.132128619,0,0.132461473,0.494115902,0.503297615,30,0.505717532,0.438349767,0.442279528,135,0.442808019,0.118646542,0.118363397,0,0.118983175,0,0,0,1
1.80676,16,1.06514,-3.287624836,0.577686727,-2.506596088,-0.085961953,-1.648337364,-0.747934818,0.524279594,-0.413579196,-1.456221461,0.242576867,4.596388247,3007.946168,305.8884097,34.31540545,722.5860338,413,245,4.415382976,815.2363236,0.057743003,0.064129791,150,0.064953971,0.845414712,0.864326197,135,0.864674821,0.052747729,0.057371519,30,0.058147781,0.675225041,0.688737736,30,0.690908771,0.186761795,0.18681374,150,0.186881836,0.833869453,0.837110748,135,0.837539068,0.675225041,0.688737736,30,0.690908771,0.974395147,0.976690819,135,0.976902917,0.974122842,0.976515175,135,0.976718484,0.194387554,0.194399988,30,0.194488156,0.675225041,0.688737736,30,0.690908771,0.689304177,0.696308007,135,0.696438215,0.186761795,0.18681374,150,0.186881836,0,0,0,1
-4.24466,16,1.18538,-0.889180481,-0.39050433,2.655035019,-0.668767214,1.210116863,1.03361392,0.482350558,-0.669259667,-0.689123333,0.004482855,4.998890798,1672.702891,186.0021509,23.37973365,788.8830585,566,231,3.404044816,786.1089014,0.076730298,0.084763029,150,0.08567921,0.806195452,0.828248973,45,0.829114742,0.071362658,0.077767087,150,0.078257761,0.869734901,0.888152367,150,0.889014381,0.197955116,0.197983463,30,0.198019262,0.766684218,0.771395257,135,0.77153779,0.869734901,0.888152367,150,0.889014381,0.965153528,0.96838983,45,0.968434733,0.964853212,0.968188289,45,0.968228421,0.2531216,0.252912471,0,0.253270193,0.869734901,0.888152367,150,0.889014381,0.715090165,0.723793824,45,0.724136577,0.197955116,0.197983463,30,0.198019262,0,0,0,1
0.42855,16,3.03448,-2.12677145,1.658688307,-3.24077487,0.177971914,0.343005985,-0.446610928,0.367042571,-0.10883604,0.055887464,-0.026998317,4.636216445,2265.147865,250.3155903,30.23218903,741.3879118,412,222,4.146189173,871.6766938,0.069163602,0.075727722,30,0.078959272,0.849415055,0.864845586,135,0.870645543,0.063713521,0.06858611,30,0.071052899,0.800850766,0.814872245,30,0.822033813,0.229643685,0.229721109,60,0.22977118,0.796474595,0.799808578,135,0.801393435,0.800850766,0.814872245,30,0.822033813,0.969011812,0.971461458,135,0.972464665,0.968687785,0.971230827,135,0.972260426,0.242161969,0.2422369,60,0.242298234,0.800850766,0.814872245,30,0.822033813,0.849411138,0.856393725,135,0.859057241,0.229643685,0.229721109,60,0.22977118,0,0,0,1
2.41158,16,8.97321,-0.938849628,2.423609018,-3.287504673,-0.14251256,-0.832401693,0.414145708,0.425777882,0.026357409,0.240147606,-0.135821059,5.043003743,1206.601086,152.0979797,21.32380603,800.8546257,568,228,3.355881258,819.3040518,0.088498555,0.09690051,30,0.099886723,0.82080183,0.840304168,135,0.843565047,0.082147948,0.089030554,30,0.090538994,0.970196256,0.988753043,30,0.992795827,0.246928505,0.246843946,90,0.246974262,0.739297717,0.744435353,135,0.744657973,0.970196256,0.988753043,30,0.992795827,0.959897968,0.963542948,135,0.963782467,0.959554196,0.963296001,135,0.963570993,0.298224997,0.298137549,90,0.298350843,0.970196256,0.988753043,30,0.992795827,0.899215467,0.908822604,135,0.910432968,0.246928505,0.246843946,90,0.246974262,0,0,0,1
-2.54814,16,-7.2256,-3.700217724,-2.001827955,1.929463863,-0.609243214,-1.785132527,-0.38008514,0.375550032,0.72156179,-1.575846791,-0.178224236,4.637101899,4544.829158,373.7632368,35.69206017,798.5852652,545,217,4.214706553,872.5983685,0.037647107,0.039822246,120,0.043221507,0.850734316,0.863219253,45,0.870850031,0.036673868,0.03859556,120,0.041603815,0.539717369,0.54605988,120,0.555602009,0.126106233,0.12612908,150,0.126174326,0.868773158,0.870646006,45,0.872134998,0.539717369,0.54605988,120,0.555602009,0.981822299,0.983149255,45,0.984047625,0.98176039,0.983110033,45,0.984014786,0.146067826,0.146098277,30,0.146141402,0.539717369,0.54605988,120,0.555602009,0.466777823,0.46988265,45,0.471807046,0.126106233,0.12612908,150,0.126174326,0,0,0,1
0.3124,16,-3.68321,15.15549278,-2.960225344,-3.481478691,-0.065725066,0.890046716,-0.081366621,-0.031352423,0.862258077,0.035275765,-0.503026187,4.231051624,32.60940466,5.571220491,3.490670683,111.6465206,111,111,0.382809858,4.598475808,0.397841321,0.399169304,30,0.39946735,0.176784281,0.177972982,0,0.196236377,0.397462571,0.398692046,30,0.398993926,1.933531847,1.934284387,30,1.934394311,0.241638711,0.241677492,0,0.24169796,0.279510996,0.279514616,0,0.281381781,1.933531847,1.934284387,30,1.934394311,0.80133184,0.801550098,0,0.805953875,0.80130659,0.801528545,0,0.805931685,0.805098732,0.805516765,0,0.805687974,1.933531847,1.934284387,30,1.934394311,0.568713523,0.569379113,0,0.578255784,0.241638711,0.241677492,0,0.24169796,0,0,0,1
0.295816,16,-3.77261,14.32476711,-2.094419718,-3.250224829,0.078074649,0.985609055,-0.206419468,0.011256428,1.459805608,-0.033676591,0.627658606,4.387355354,20.01943316,3.300888663,3.062786891,112.2932396,112,111,0.283858629,5.107181325,0.354519621,0.35502349,75,0.355938775,0.290803665,0.292622903,0,0.307578898,0.354130347,0.355030192,15,0.355561555,1.943613741,1.944412035,15,1.944916428,0.249944715,0.249953491,0,0.249985139,0.273564291,0.273796918,0,0.275962325,1.943613741,1.944412035,15,1.944916428,0.822999625,0.823430932,0,0.827100135,0.822973754,0.823406701,0,0.827080623,0.929488865,0.929676022,0,0.930361816,1.943613741,1.944412035,15,1.944916428,0.645259238,0.646191215,0,0.653750586,0.249944715,0.249953491,0,0.249985139,0,0,0,1
1.95702,16,9.71097,0.445002586,3.838440895,-1.996663928,0.078554511,-1.831319451,0.504810393,0.533277094,-0.938803196,-1.517262936,-0.059679069,5.167439687,1015.95856,132.1159103,19.23494068,834.3647032,587,227,3.160452543,848.8983143,0.102631054,0.113561395,60,0.115656344,0.833826443,0.852951139,135,0.854730994,0.094504553,0.103048314,60,0.104211749,1.141956259,1.165710394,60,1.16840505,0.308798594,0.308893087,150,0.308991475,0.684536884,0.690224868,135,0.690645484,1.141956259,1.165710394,60,1.16840505,0.953983055,0.958156627,135,0.958604632,0.953551277,0.957859237,135,0.95831809,0.380825254,0.380938645,30,0.38104598,1.141956259,1.165710394,60,1.16840505,1.132563321,1.144246336,135,1.145345443,0.308798594,0.308893087,150,0.308991475,0,0,0,1
