UMAP_D1,concentration,UMAP_D2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Entropy,Hyperflatness,Hyperskewness,Kurtosis,Mean,Median,Mode,Skewness,StandardDeviation,TContrast_Avg,TContrast_Ortho_pc_value,TContrast_pc_angle,TContrast_pc_value,TCorrelation_Avg,TCorrelation_Ortho_pc_value,TCorrelation_pc_angle,TCorrelation_pc_value,TDiffAvg_Avg,TDiffAvg_Ortho_pc_value,TDiffAvg_pc_angle,TDiffAvg_pc_value,TDiffEnt_Avg,TDiffEnt_Ortho_pc_value,TDiffEnt_pc_angle,TDiffEnt_pc_value,TDiffVariance_Avg,TDiffVariance_Ortho_pc_value,TDiffVariance_pc_angle,TDiffVariance_pc_value,TEnergy_Avg,TEnergy_Ortho_pc_value,TEnergy_pc_angle,TEnergy_pc_value,TEnt_Avg,TEnt_Ortho_pc_value,TEnt_pc_angle,TEnt_pc_value,THomogeneity_Avg,THomogeneity_Ortho_pc_value,THomogeneity_pc_angle,THomogeneity_pc_value,TInvDiffMoment_Avg,TInvDiffMoment_Ortho_pc_value,TInvDiffMoment_pc_angle,TInvDiffMoment_pc_value,TSumAvg_Avg,TSumAvg_Ortho_pc_value,TSumAvg_pc_angle,TSumAvg_pc_value,TSumEnt_Avg,TSumEnt_Ortho_pc_value,TSumEnt_pc_angle,TSumEnt_pc_value,TSumVariance_Avg,TSumVariance_Ortho_pc_value,TSumVariance_pc_angle,TSumVariance_pc_value,TVariance_Avg,TVariance_Ortho_pc_value,TVariance_pc_angle,TVariance_pc_value,dmso_control,positive_control,negative_control,has_drug
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,C,C,C,C
0.775096,16,0.285077,-4.222277641,-2.876182795,2.289052725,-0.800550461,1.330754161,0.162143454,0.357335299,0.804974139,1.234611869,0.122174114,4.480051301,2969.302924,269.2312402,29.4660839,789.0014868,515,234,3.972303886,873.3900008,0.031450912,0.033674441,150,0.036404776,0.840755764,0.854869238,45,0.865291468,0.029521103,0.031359072,150,0.033376395,0.455524845,0.461928653,120,0.468643934,0.098750975,0.098738859,0,0.098788817,0.89389339,0.895209102,45,0.896767207,0.455524845,0.461928653,120,0.468643934,0.985545818,0.986554924,45,0.987396807,0.98543226,0.986475714,45,0.987330299,0.119670374,0.119658079,90,0.119709729,0.455524845,0.461928653,120,0.468643934,0.363552987,0.366344201,45,0.368402634,0.098750975,0.098738859,0,0.098788817,0,0,0,1
5.36238,16,4.32807,1.645397782,1.828845859,3.24973774,-0.027168103,-1.024079919,0.585024357,0.380869627,-0.365677744,0.285620898,0.113865368,5.091302966,735.0352958,101.0710837,15.86255895,758.7567415,492,227,2.822859999,759.2928477,0.104093459,0.112436294,150,0.118816018,0.821255043,0.837391771,45,0.846048735,0.097635454,0.104401502,150,0.109265119,1.160906626,1.179827624,150,1.192169366,0.291179808,0.290559564,90,0.29178096,0.676278106,0.681027764,45,0.683578278,1.160906626,1.179827624,150,1.192169366,0.95219337,0.95578351,45,0.957640024,0.95182462,0.955515428,45,0.957411293,0.382732915,0.382086534,90,0.383174048,1.160906626,1.179827624,150,1.192169366,1.060625771,1.07007747,45,1.075119194,0.291179808,0.290559564,90,0.29178096,0,0,0,1
-4.76364,16,2.71219,-1.440992236,-0.584030509,2.03496027,0.057009716,1.231301188,-0.589528084,0.280057192,0.350696772,-0.151097745,0.130567044,4.48289942,1909.732587,214.3875929,26.83764676,687.3516665,340,215,3.882409466,799.3056631,0.061938494,0.067838599,120,0.070244053,0.848695299,0.865566102,45,0.868333374,0.057316719,0.061302664,120,0.064039706,0.759536043,0.771054055,120,0.779894136,0.204677638,0.204729569,30,0.204785022,0.808341081,0.811172728,45,0.81289994,0.759536043,0.771054055,120,0.779894136,0.972061046,0.974311175,45,0.975052801,0.971800987,0.974148457,45,0.974880341,0.227258678,0.227277083,30,0.227328834,0.759536043,0.771054055,120,0.779894136,0.756772058,0.763623065,45,0.764757162,0.204677638,0.204729569,30,0.204785022,0,0,0,1
0.313516,16,4.45664,-3.291611195,0.450605601,-2.934972286,-0.467682332,1.197404265,0.367529213,0.496906638,-0.000825363,-0.197713658,0.134463817,4.71990005,1972.296393,209.6687567,25.63416605,824.9375429,555,230,3.705091496,906.7867602,0.051700009,0.056639341,60,0.058438161,0.849834402,0.865411727,135,0.869437593,0.0496271,0.053624377,60,0.055388696,0.694580614,0.706521371,30,0.712381878,0.172138594,0.172198414,30,0.172245248,0.825252728,0.827898153,135,0.829359105,0.694580614,0.706521371,30,0.712381878,0.975527864,0.977506277,135,0.978334278,0.975393741,0.977439003,135,0.978253951,0.202689191,0.202711742,30,0.202802785,0.694580614,0.706521371,30,0.712381878,0.636854368,0.642180641,135,0.643560864,0.172138594,0.172198414,30,0.172245248,0,0,0,1
0.0219116,16,-5.98053,-6.699433327,-2.270060062,-2.424222946,-0.678442538,-0.738941967,-0.141582191,0.476668864,-0.262102634,0.282763779,-0.150801927,4.311260739,24855.09931,1374.305143,82.94906004,848.3094025,615,222,6.152280324,952.6371719,0.017336091,0.019150673,60,0.019580972,0.86349192,0.878823767,135,0.881115801,0.016176457,0.017716984,60,0.017875112,0.28401845,0.289967164,60,0.290188039,0.063497715,0.063458382,90,0.063515646,0.937773973,0.938955034,135,0.939013911,0.28401845,0.289967164,60,0.290188039,0.992083002,0.992823969,135,0.992929683,0.992027081,0.99278189,135,0.992891801,0.068306705,0.068278074,90,0.068351723,0.28401845,0.289967164,60,0.290188039,0.23665477,0.238581481,135,0.238872534,0.063497715,0.063458382,90,0.063515646,0,0,0,1
-0.0525241,16,0.983624,-3.151812077,-1.883878589,2.650413752,-0.809830666,2.052435398,0.682215393,0.459776938,-0.454472154,-0.365144819,0.016068026,4.754795984,2466.485363,248.7466914,28.71353099,794.8556738,534,231,3.92374213,855.686668,0.045263394,0.050331493,150,0.050874876,0.836866685,0.855695037,45,0.856826759,0.042339802,0.046431015,150,0.046684978,0.596692371,0.609465973,150,0.610334536,0.138735523,0.138585265,0,0.139100922,0.853936911,0.856819012,135,0.856840907,0.596692371,0.609465973,150,0.610334536,0.979289126,0.981272555,45,0.981293075,0.979121835,0.981155305,45,0.981186213,0.164325866,0.164274838,0,0.164517783,0.596692371,0.609465973,150,0.610334536,0.509678698,0.514918775,45,0.515232806,0.138735523,0.138585265,0,0.139100922,0,0,0,1
-2.25858,16,1.08383,-2.921741724,-1.304366589,1.523131371,-0.531446874,-2.819174528,-0.33292979,0.222314656,1.009269834,0.621873021,-0.410963476,4.71872077,1363.646625,164.4344982,22.55330097,771.4209433,519,226,3.528536364,824.299683,0.050109079,0.055563116,60,0.056114166,0.828923386,0.848520766,45,0.84972376,0.047636989,0.05157447,120,0.052466693,0.64368202,0.655729858,120,0.658557399,0.146448903,0.146495569,150,0.146524458,0.840071085,0.842995889,45,0.843733932,0.64368202,0.655729858,120,0.658557399,0.976582821,0.978702402,45,0.979007098,0.976428647,0.978617384,45,0.978910735,0.179001358,0.179016581,150,0.179084624,0.64368202,0.655729858,120,0.658557399,0.535686531,0.541385633,45,0.54173796,0.146448903,0.146495569,150,0.146524458,0,0,0,1
0.108903,16,8.44257,-0.722492874,4.066127777,-2.878317595,0.630097866,-1.574877024,-0.77878195,0.336666048,-0.240499362,0.414652288,0.346477836,4.541141488,813.0597208,112.808021,17.76020965,862.6068649,318,228,3.256500187,1160.896066,0.080167125,0.088744966,30,0.091073753,0.873188952,0.888262604,135,0.890546452,0.074489378,0.081016846,30,0.082879875,1.012665785,1.031625876,30,1.037076581,0.316084672,0.316136657,120,0.31617426,0.738852534,0.742784535,135,0.743791024,1.012665785,1.031625876,30,1.037076581,0.963670029,0.96699758,135,0.967688351,0.963321948,0.966777184,135,0.967472678,0.352788662,0.352827415,120,0.352869582,1.012665785,1.031625876,30,1.037076581,1.184171564,1.193698969,135,1.195142744,0.316084672,0.316136657,120,0.31617426,0,0,0,1
2.18581,16,0.0849314,-4.201931953,-1.160302877,-1.104652524,-0.758060396,0.159993336,0.433025032,0.434884667,0.816424847,2.073447704,0.193577021,4.717398501,3622.032954,321.5082127,32.82244108,829.1939039,596,237,4.070108853,866.7667617,0.041233771,0.045622169,120,0.046030426,0.832427873,0.852208434,45,0.852504196,0.039134241,0.042641706,60,0.043145797,0.549635454,0.560905347,60,0.562281246,0.123029224,0.123083403,30,0.123103621,0.866874013,0.869541825,135,0.869889978,0.549635454,0.560905347,60,0.562281246,0.98077036,0.982617238,135,0.982706293,0.980642584,0.982546806,135,0.982619839,0.146399546,0.146446157,150,0.146471074,0.549635454,0.560905347,60,0.562281246,0.450883123,0.455679057,45,0.45575182,0.123029224,0.123083403,30,0.123103621,0,0,0,1
4.94955,16,4.36848,2.757453918,4.041308403,3.62887907,0.233701676,-1.02377677,1.077576995,0.440176964,-0.232357398,0.185714543,0.043074355,5.412915406,947.2591954,129.2938688,19.41928093,864.197073,638,239,3.210398938,861.3457268,0.12185758,0.1331807,150,0.13754406,0.837829614,0.854907189,45,0.858739402,0.112994103,0.121598103,150,0.125181367,1.284416631,1.306206989,150,1.315820512,0.375720821,0.375440985,90,0.376454113,0.641018484,0.646608699,45,0.64850299,1.284416631,1.306206989,150,1.315820512,0.944900202,0.949436851,45,0.950533629,0.944387284,0.949078943,45,0.950201726,0.44690814,0.446793126,90,0.447125979,1.284416631,1.306206989,150,1.315820512,1.381025704,1.393954674,45,1.396834565,0.375720821,0.375440985,90,0.376454113,0,0,0,1
-4.62046,16,2.02835,-0.786794543,0.249361008,3.211243629,-0.175140887,-1.907127023,0.043288745,0.343044698,-0.136607096,0.49067384,-0.151027203,4.874028714,1829.086663,206.3208262,25.82118469,760.6200199,490,224,3.708183282,820.9509305,0.075956629,0.083637928,150,0.08568496,0.832219819,0.85053389,45,0.853481352,0.070984789,0.077220828,150,0.078468598,0.875851154,0.893881005,150,0.896474081,0.226352107,0.226428367,120,0.226462088,0.769414622,0.773987228,45,0.774220037,0.875851154,0.893881005,150,0.896474081,0.96529436,0.968421824,45,0.96878765,0.965003547,0.968220548,45,0.968606181,0.263690296,0.263715401,120,0.263793986,0.875851154,0.893881005,150,0.896474081,0.8294518,0.837674546,45,0.839003537,0.226352107,0.226428367,120,0.226462088,0,0,0,1
1.21114,16,6.22535,-1.281856775,2.365861416,-2.039189577,0.068542115,0.913419724,0.471525729,0.387603015,-0.520558298,2.417943716,-0.154708281,4.941505188,1681.728508,199.7875668,26.08628965,758.5103598,528,229,3.826112664,799.0380756,0.081027834,0.089859525,60,0.090332949,0.843487601,0.861809789,135,0.862394251,0.074515385,0.080874052,60,0.081684815,0.9043075,0.92155622,60,0.924561325,0.258851542,0.258455792,0,0.259123513,0.764278069,0.768858834,135,0.769103898,0.9043075,0.92155622,60,0.924561325,0.963752531,0.966985867,135,0.967187801,0.963389011,0.966743258,135,0.966943489,0.280943515,0.281011671,150,0.281046171,0.9043075,0.92155622,60,0.924561325,0.954378335,0.963749215,135,0.964051757,0.258851542,0.258455792,0,0.259123513,0,0,0,1
1.17549,16,1.96394,-3.806210041,0.451388955,-3.337101221,-0.369484514,-0.930367529,-0.202225462,0.454536021,0.12358889,-1.218577862,-0.115847521,4.707874838,2639.725559,265.9875879,30.30238018,809.0843449,541,230,4.068618888,906.3846039,0.047627576,0.052631529,30,0.053126995,0.85706128,0.87267454,135,0.873703259,0.045634981,0.049810151,30,0.050202116,0.639935008,0.652980314,30,0.653916648,0.166597517,0.166656553,120,0.166678239,0.843475506,0.846288604,135,0.846604718,0.639935008,0.652980314,30,0.653916648,0.97750545,0.979560306,135,0.979737108,0.977381431,0.979486826,135,0.979663947,0.185003243,0.185061842,30,0.185083884,0.639935008,0.652980314,30,0.653916648,0.618762492,0.623946011,135,0.624288764,0.166597517,0.166656553,120,0.166678239,0,0,0,1
3.68752,16,-1.7284,13.33562946,-1.963099718,0.581320465,0.080894209,0.969114125,0.189789429,0.112908967,-0.56002599,0.060821932,1.028259993,4.510931806,18.32022774,4.270771706,3.030955174,112.3588343,112,110,0.476640957,5.670112628,0.308792519,0.308177011,120,0.310882428,0.392125788,0.390784647,0,0.40742219,0.308382837,0.307780255,120,0.310462671,1.923798235,1.923053625,120,1.926273835,0.253993828,0.253984268,0,0.254020519,0.285715266,0.285441765,0,0.288746314,1.923798235,1.923053625,120,1.926273835,0.845876862,0.845526496,0,0.849731963,0.84584955,0.845500735,0,0.849706075,1.027965678,1.028103192,0,1.028245707,1.923798235,1.923053625,120,1.926273835,0.707182794,0.706474841,0,0.715028231,0.253993828,0.253984268,0,0.254020519,0,0,0,1
4.82313,16,-2.05619,13.39765739,-4.165979862,1.710762382,-0.371374696,0.870403409,0.407176763,0.1502022,-2.1391325,0.257247657,-1.35139668,4.297148995,39.14010486,5.861238888,3.453061857,112.4226685,112,111,0.332044422,4.803800308,0.35766076,0.359178656,165,0.359418009,0.182479906,0.184831891,0,0.200679674,0.357458214,0.358979514,165,0.359226526,1.794468983,1.795283525,165,1.795634269,0.218747604,0.218772637,0,0.218861577,0.334383117,0.334598601,0,0.336420134,1.794468983,1.795283525,165,1.795634269,0.821304611,0.821783401,0,0.825170205,0.821291148,0.821771414,0,0.825159349,0.642650904,0.642795245,0,0.643293569,1.794468983,1.795283525,165,1.795634269,0.517329656,0.518417595,0,0.525565294,0.218747604,0.218772637,0,0.218861577,0,0,0,1
-3.54417,16,0.938241,-1.500694633,-0.513631284,2.031652927,-0.54554379,2.039254189,0.748075783,0.411567926,0.703354716,-0.44625473,0.002155453,5.003206205,1544.069482,180.3177666,23.79238089,793.7092714,558,239,3.603137702,802.0379128,0.064915985,0.071430488,120,0.073497645,0.831451763,0.849850541,45,0.854444696,0.059738283,0.06448438,120,0.066448035,0.776377071,0.790398351,120,0.796048399,0.192582707,0.192515793,0,0.193104018,0.801860596,0.805171441,45,0.806743243,0.776377071,0.790398351,120,0.796048399,0.970933365,0.973377014,45,0.974195647,0.970644933,0.973181,45,0.973996318,0.228021477,0.227992432,0,0.228265028,0.776377071,0.790398351,120,0.796048399,0.705414842,0.71249852,45,0.714270771,0.192582707,0.192515793,0,0.193104018,0,0,0,1
1.51739,16,0.148886,-2.457939625,-0.580316246,2.169138432,0.206098855,-0.390187263,-1.103009701,0.245430902,0.496328205,-0.311030269,-0.119419433,4.536170412,3318.664514,341.9747744,38.21120379,697.1271791,343,207,4.822765192,879.5841293,0.052119152,0.057363852,120,0.05923934,0.87130784,0.886206602,45,0.88833451,0.047389503,0.050872001,120,0.052941075,0.632783648,0.643091565,120,0.64912312,0.202489614,0.202171641,90,0.202630982,0.849905585,0.852437482,45,0.853377947,0.632783648,0.643091565,120,0.64912312,0.977025183,0.978858013,45,0.979530802,0.976774781,0.978694411,45,0.979360025,0.189425359,0.189429994,60,0.18953062,0.632783648,0.643091565,120,0.64912312,0.757839305,0.76379576,45,0.764657429,0.202489614,0.202171641,90,0.202630982,0,0,0,1
0.636105,16,3.06123,-3.583457708,0.947593331,-2.967709541,-0.091107711,1.34092176,-0.177304491,0.453231812,0.075937077,-0.19973883,0.0481571,4.652401274,2332.040746,257.3644378,31.518308,782.3082037,509,229,4.401253254,947.7691521,0.050500647,0.056493672,60,0.057349477,0.872583375,0.888646,135,0.889998996,0.045249674,0.049370269,30,0.049892569,0.631745519,0.644075212,30,0.646250498,0.198161811,0.198301757,30,0.19831527,0.852727984,0.855421855,135,0.855540957,0.631745519,0.644075212,30,0.646250498,0.978212175,0.980283167,135,0.980297129,0.977899933,0.980064702,135,0.980099552,0.194110465,0.194234193,30,0.194267736,0.631745519,0.644075212,30,0.646250498,0.742146596,0.748411123,135,0.748947273,0.198161811,0.198301757,30,0.19831527,0,0,0,1
-4.22949,16,1.40878,-2.570137024,-0.687116027,-0.006165236,-0.767630577,1.991152406,1.163952589,0.52562958,-2.576761246,-0.192667514,-0.729727268,4.866807817,1824.017811,189.1545122,23.00149711,749.4341307,513,228,3.369585902,736.6915714,0.062773508,0.068730821,30,0.069974757,0.796185062,0.819181961,135,0.820750684,0.058547181,0.063638158,150,0.064324336,0.744485324,0.759562878,150,0.761564832,0.153996219,0.153919923,0,0.15415241,0.805054576,0.809232956,135,0.809413889,0.744485324,0.759562878,150,0.761564832,0.971370555,0.974133256,135,0.974194515,0.971144823,0.973971356,135,0.974040928,0.204872729,0.204769183,0,0.204978651,0.744485324,0.759562878,150,0.761564832,0.553211367,0.560208282,135,0.560696907,0.153996219,0.153919923,0,0.15415241,0,0,0,1
-3.21961,16,1.37651,-0.257829756,1.422258019,2.299524784,0.135106742,-0.813173473,-0.098924205,0.308859408,0.555646896,0.197364628,-0.027282692,4.918363627,1546.040738,189.1049929,25.29430637,759.3317938,491,231,3.78943115,841.0103342,0.081537315,0.08961898,120,0.092696236,0.849666517,0.866567719,45,0.869776137,0.074717257,0.080487838,120,0.083191338,0.925502103,0.941682289,120,0.949388921,0.271185647,0.27084709,90,0.271457676,0.7593049,0.763328145,45,0.764739128,0.925502103,0.941682289,120,0.949388921,0.963712748,0.96676461,45,0.967595243,0.963322059,0.966494077,45,0.967333817,0.293171308,0.292927622,90,0.293293952,0.925502103,0.941682289,120,0.949388921,1.003205273,1.012411069,45,1.014146227,0.271185647,0.27084709,90,0.271457676,0,0,0,1
0.871611,16,5.92775,-2.753204823,0.586953223,-3.465487242,-0.599542201,0.141404808,0.567618012,0.461049974,0.203398705,0.020855173,-0.212380961,4.914684073,1669.82,177.6146074,22.33832618,837.0236578,601,225,3.354523271,854.2693567,0.064429468,0.06985113,30,0.073148807,0.811779393,0.829585449,135,0.837001616,0.060247797,0.064522714,30,0.067205131,0.761544884,0.774115948,30,0.781642115,0.171151137,0.171183979,60,0.171227728,0.803781432,0.807197194,135,0.808495971,0.761544884,0.774115948,30,0.781642115,0.970514627,0.972812556,135,0.973804162,0.97028952,0.972648727,135,0.973658499,0.215506053,0.215521025,60,0.215564151,0.761544884,0.774115948,30,0.781642115,0.620175079,0.626269343,135,0.628802387,0.171151137,0.171183979,60,0.171227728,0,0,0,1
2.10946,16,-3.07103,12.54356575,-4.191068172,1.78829968,-0.247439057,-2.004564047,-0.258871078,0.071826063,-2.00585866,0.904244661,-1.58183372,4.118475489,38.12536128,6.87290279,3.742905348,109.5817699,109,109,0.481048097,4.277116647,0.344171777,0.344741848,165,0.345385229,0.179627615,0.181788378,0,0.197701991,0.34398009,0.344573344,165,0.345188002,1.740656075,1.741245917,165,1.741292969,0.209765846,0.209856685,90,0.209902226,0.356258379,0.356187802,0,0.358448492,1.740656075,1.741245917,165,1.741292969,0.828041903,0.82836651,0,0.831758654,0.828029124,0.828355415,0,0.831746029,0.595863549,0.596311444,90,0.59653239,1.740656075,1.741245917,165,1.741292969,0.494891607,0.496120023,0,0.50269154,0.209765846,0.209856685,90,0.209902226,0,0,0,1
1.71075,16,-2.95848,14.81261826,-2.894277573,-0.586843193,-0.020095203,-3.752824545,-0.549934208,0.042647738,-0.302508503,0.001121671,0.927210927,4.35877859,25.39768364,3.877697948,3.192762939,115.5843105,115,116,0.262620896,4.999476638,0.36990222,0.370559406,105,0.371703513,0.195516095,0.196728851,0,0.212583893,0.369551413,0.370214738,105,0.371339696,1.865370065,1.86586285,105,1.866350556,0.229900244,0.229912587,150,0.22993873,0.309305168,0.309564643,0,0.31149286,1.865370065,1.86586285,105,1.866350556,0.815282741,0.815576028,0,0.819196053,0.815259374,0.815555369,0,0.819177162,1.296300976,1.2966091,90,1.296702834,1.865370065,1.86586285,105,1.866350556,0.549698757,0.550132371,0,0.557447641,0.229900244,0.229912587,150,0.22993873,0,0,0,1
0.413395,16,2.88969,-3.510127544,0.040313557,-2.472788811,-0.050028976,1.338994026,-0.511558771,0.382259399,-0.74645108,-0.101002559,-0.123853937,4.405083424,2291.951853,251.3953206,30.66618506,725.2462616,357,221,4.272088249,897.0793222,0.051413494,0.055895663,30,0.059415676,0.852885203,0.86728587,135,0.875347086,0.046432946,0.049586856,60,0.052411108,0.621723956,0.631196574,60,0.639316004,0.174733011,0.174817717,30,0.174847761,0.852217375,0.854370931,135,0.855930966,0.621723956,0.631196574,60,0.639316004,0.97755218,0.979043129,135,0.980203814,0.977276485,0.978848828,135,0.980034231,0.180654051,0.180699441,30,0.180754067,0.621723956,0.631196574,60,0.639316004,0.647518552,0.652455897,135,0.655272598,0.174733011,0.174817717,30,0.174847761,0,0,0,1
-0.0754271,16,0.93654,-2.024611712,-0.107897811,2.208311558,-0.303125232,1.145329118,0.331331313,0.3877891,0.742464662,-0.267895222,0.019997071,4.842971754,2523.080229,266.9333544,31.23441445,842.2694654,564,223,4.206164871,965.8449074,0.056716124,0.062545641,120,0.064585006,0.862990021,0.878463533,45,0.881447357,0.052576824,0.057067723,120,0.058587663,0.72325392,0.736858773,120,0.741363873,0.20697484,0.207023138,30,0.207030805,0.820390412,0.823337538,45,0.8242578,0.72325392,0.736858773,120,0.741363873,0.974369912,0.976565701,45,0.977138807,0.974124245,0.976404808,45,0.97698679,0.219269679,0.219287334,30,0.219287334,0.72325392,0.736858773,120,0.741363873,0.771183235,0.777530622,45,0.778765682,0.20697484,0.207023138,30,0.207030805,0,0,0,1
1.12589,16,-3.26975,16.61194229,-2.747677088,-4.309644699,0.031009044,-2.249818802,-0.458725482,-0.094520785,1.095771432,0.659711003,-0.201891676,4.142845068,21.21589879,3.859874872,3.240382344,111.7506256,111,111,0.360991474,4.321670687,0.441242473,0.442300162,15,0.442953117,0.119826513,0.120932559,0,0.143012551,0.440933965,0.441989961,15,0.442658234,1.997441687,1.99787325,15,1.998022749,0.250656543,0.250659106,90,0.250660308,0.253281367,0.253325108,0,0.254774425,1.997441687,1.99787325,15,1.998022749,0.779584435,0.77984398,0,0.785366834,0.779563868,0.77982485,0,0.78534898,0.990735042,0.991274065,90,0.991330497,1.997441687,1.99787325,15,1.998022749,0.561383698,0.561946601,0,0.573013009,0.250656543,0.250659106,90,0.250660308,0,0,0,1
4.84518,16,-2.03205,15.66130924,-4.025680065,1.372442961,-0.337073624,0.631183386,0.659087062,0.183566287,-2.565664291,0.294948131,-0.980010629,4.171944686,26.34288766,4.342785101,3.337434026,111.6051102,111,111,0.336588012,4.402458473,0.414692109,0.415354774,165,0.416364843,0.136156644,0.138230334,0,0.155707078,0.41443036,0.415105847,165,0.416115916,1.931515761,1.931952632,165,1.932181963,0.240027557,0.240081498,0,0.240101063,0.278404151,0.278440365,0,0.279926232,1.931515761,1.931952632,165,1.932181963,0.792828425,0.793274663,0,0.797433582,0.792810995,0.793257702,0,0.797418661,0.794683335,0.795219339,0,0.795363767,1.931515761,1.931952632,165,1.932181963,0.545418117,0.546536087,0,0.554972996,0.240027557,0.240081498,0,0.240101063,0,0,0,1
-1.19458,16,-5.48824,-5.643488884,-3.755749702,1.801338673,-0.819638312,-0.773977458,-0.465572864,0.412315071,0.802468538,-1.792540193,-0.054337483,4.237606393,12202.811,782.6991211,57.412296,829.5107746,579,227,5.250949013,929.1029624,0.018254,0.019868476,120,0.020960993,0.847765896,0.865537395,45,0.868348181,0.016946399,0.018254618,120,0.019028963,0.287539172,0.292453147,120,0.295020158,0.059952383,0.059964478,120,0.059977699,0.937494319,0.938602893,45,0.938947146,0.287539172,0.292453147,120,0.295020158,0.991733285,0.992442361,45,0.992654986,0.991657403,0.992396341,45,0.992603908,0.068117908,0.068106865,0,0.068126951,0.287539172,0.292453147,120,0.295020158,0.221555533,0.223674741,45,0.224011749,0.059952383,0.059964478,120,0.059977699,0,0,0,1
0.879493,16,5.91479,-2.238985062,1.545038462,-3.271355391,-0.169768468,0.505602658,0.140258819,0.445757806,0.010000862,-0.53621006,-0.036006067,4.823803106,1707.9521,196.1729,25.19290602,815.2825718,516,223,3.720324468,914.8941739,0.067218419,0.073867568,30,0.076106269,0.844393807,0.86236685,135,0.863062873,0.061820483,0.066766207,30,0.068834323,0.812561298,0.827196887,30,0.83320963,0.215984737,0.216049439,60,0.216064979,0.791615085,0.795517379,135,0.795667307,0.812561298,0.827196887,30,0.83320963,0.969905142,0.972677689,135,0.972792834,0.969624399,0.972471907,135,0.972602757,0.246157632,0.246209253,30,0.246226504,0.812561298,0.827196887,30,0.83320963,0.796720531,0.804394412,135,0.804695038,0.215984737,0.216049439,60,0.216064979,0,0,0,1
0.508832,16,4.46971,-3.281493902,-0.338821352,-2.481960058,-0.791422188,-1.011007428,0.482334048,0.500446916,-0.531367719,-0.410572916,-0.363882214,4.866472107,1990.112088,193.1281583,22.40493776,813.6167278,589,220,3.208223865,805.1507834,0.055423341,0.060586777,60,0.062373139,0.80003273,0.819678102,135,0.82439687,0.053022823,0.057395478,60,0.05903617,0.706102843,0.719584577,60,0.724527881,0.138579017,0.138493994,105,0.138657207,0.813974746,0.817234531,135,0.818342256,0.706102843,0.719584577,60,0.724527881,0.97386178,0.976006159,135,0.976672963,0.973727127,0.975916642,135,0.976586097,0.191966899,0.191993575,60,0.192031909,0.706102843,0.719584577,60,0.724527881,0.498892725,0.504330008,135,0.505637831,0.138579017,0.138493994,105,0.138657207,0,0,0,1
2.30786,16,9.54304,-1.174001217,2.585478067,-1.580319166,-0.298772424,0.356999367,1.07166183,0.539230764,0.086439855,-0.561137438,-0.121206857,5.437347186,1181.959716,147.7368208,20.65917988,857.7626619,672,235,3.244071693,768.6089897,0.065011072,0.071333695,60,0.073462186,0.872294865,0.886684433,135,0.887967172,0.063050392,0.068916741,60,0.070205719,0.959751993,0.978857418,60,0.982188084,0.254531372,0.254536011,60,0.254635186,0.734529653,0.738841906,45,0.739138873,0.959751993,0.978857418,60,0.982188084,0.968777776,0.972022453,135,0.972095855,0.968668135,0.971948052,135,0.972045899,0.323413309,0.323495249,30,0.323530708,0.959751993,0.978857418,60,0.982188084,0.953114416,0.960380478,135,0.961033432,0.254531372,0.254536011,60,0.254635186,0,0,0,1
0.391359,0,3.92642,-2.753523111,-0.109554164,-2.4730618,-0.760638893,2.080593109,1.061756611,-2.877654314,-0.82035774,-0.420250058,-0.032110982,4.872130367,2150.257582,215.0483182,24.89734696,763.932663,544,232,3.465381667,743.5969762,0.061734159,0.068199896,60,0.068965616,0.804162694,0.827119652,135,0.827945755,0.057394631,0.062252387,60,0.063198277,0.743482926,0.75810755,60,0.760902882,0.157616522,0.157513587,0,0.157738483,0.804653619,0.808532108,135,0.809069615,0.743482926,0.75810755,60,0.760902882,0.971954108,0.974572436,135,0.974851649,0.971730366,0.974421186,135,0.97468987,0.206754176,0.206706048,0,0.206838998,0.743482926,0.75810755,60,0.760902882,0.568731927,0.575969809,135,0.576230225,0.157616522,0.157513587,0,0.157738483,1,0,0,0
-3.04328,0,0.916686,-1.591369271,-0.13200739,2.1507833,-0.730971217,2.020394087,1.401332378,-3.015722752,0.233049452,-0.583344698,-0.13314344,4.938421223,1504.510067,171.609159,22.43301703,879.4908962,636,239,3.408897147,911.5443217,0.061401954,0.06804081,30,0.068243022,0.845452534,0.862690576,45,0.863668845,0.059217164,0.064804468,120,0.065127432,0.798992485,0.81435933,150,0.816234924,0.19865315,0.198422596,0,0.19901627,0.79284425,0.796611588,45,0.79705602,0.798992485,0.81435933,150,0.816234924,0.9707479,0.973470154,45,0.973761047,0.970609818,0.97339605,45,0.973681167,0.240472334,0.240391237,0,0.240707831,0.798992485,0.81435933,150,0.816234924,0.733210645,0.740127864,45,0.740516572,0.19865315,0.198422596,0,0.19901627,0,0,0,0
